leto,drzava,starostna skupina,spol,vrednost,odstotek
2015,EU28,16-24,skupaj,100 - 499 ,36
2015,EU28,25-54,skupaj,100 - 499 ,41
2015,EU28,55-74,skupaj,100 - 499 ,41
2015,EU28,16-24,moški,100 - 499 ,38
2015,EU28,16-24,ženske,100 - 499 ,35
2015,EU28,25-54,moški,100 - 499 ,42
2015,EU28,25-54,ženske,100 - 499 ,40
2015,EU28,55-74,moški,100 - 499 ,41
2015,EU28,55-74,ženske,100 - 499 ,40
2015,Belgija,skupaj,skupaj,100 - 499 ,38
2015,Belgija,16-24,skupaj,100 - 499 ,38
2015,Belgija,25-54,skupaj,100 - 499 ,38
2015,Belgija,55-74,skupaj,100 - 499 ,37
2015,Belgija,16-24,moški,100 - 499 ,38
2015,Belgija,16-24,ženske,100 - 499 ,38
2015,Belgija,25-54,moški,100 - 499 ,40
2015,Belgija,25-54,ženske,100 - 499 ,37
2015,Belgija,55-74,moški,100 - 499 ,38
2015,Belgija,55-74,ženske,100 - 499 ,36
2015,Bolgarija,skupaj,skupaj,100 - 499 ,29
2015,Bolgarija,16-24,skupaj,100 - 499 ,20
2015,Bolgarija,25-54,skupaj,100 - 499 ,32
2015,Bolgarija,55-74,skupaj,100 - 499 ,33
2015,Bolgarija,16-24,moški,100 - 499 ,24
2015,Bolgarija,16-24,ženske,100 - 499 ,16
2015,Bolgarija,25-54,moški,100 - 499 ,33
2015,Bolgarija,25-54,ženske,100 - 499 ,31
2015,Bolgarija,55-74,moški,100 - 499 ,44
2015,Bolgarija,55-74,ženske,100 - 499 ,23
2015,Češka,skupaj,skupaj,100 - 499 ,43
2015,Češka,16-24,skupaj,100 - 499 ,28
2015,Češka,25-54,skupaj,100 - 499 ,47
2015,Češka,55-74,skupaj,100 - 499 ,45
2015,Češka,16-24,moški,100 - 499 ,28
2015,Češka,16-24,ženske,100 - 499 ,27
2015,Češka,25-54,moški,100 - 499 ,53
2015,Češka,25-54,ženske,100 - 499 ,41
2015,Češka,55-74,moški,100 - 499 ,52
2015,Češka,55-74,ženske,100 - 499 ,36
2015,Danska,skupaj,skupaj,100 - 499 ,41
2015,Danska,16-24,skupaj,100 - 499 ,41
2015,Danska,25-54,skupaj,100 - 499 ,43
2015,Danska,55-74,skupaj,100 - 499 ,36
2015,Danska,16-24,moški,100 - 499 ,46
2015,Danska,16-24,ženske,100 - 499 ,35
2015,Danska,25-54,moški,100 - 499 ,40
2015,Danska,25-54,ženske,100 - 499 ,46
2015,Danska,55-74,moški,100 - 499 ,38
2015,Danska,55-74,ženske,100 - 499 ,34
2015,Nemčija,skupaj,skupaj,100 - 499 ,45
2015,Nemčija,16-24,skupaj,100 - 499 ,37
2015,Nemčija,25-54,skupaj,100 - 499 ,47
2015,Nemčija,55-74,skupaj,100 - 499 ,45
2015,Nemčija,16-24,moški,100 - 499 ,38
2015,Nemčija,16-24,ženske,100 - 499 ,36
2015,Nemčija,25-54,moški,100 - 499 ,47
2015,Nemčija,25-54,ženske,100 - 499 ,48
2015,Nemčija,55-74,moški,100 - 499 ,46
2015,Nemčija,55-74,ženske,100 - 499 ,43
2015,Estonija,skupaj,skupaj,100 - 499 ,43
2015,Estonija,16-24,skupaj,100 - 499 ,37
2015,Estonija,25-54,skupaj,100 - 499 ,45
2015,Estonija,55-74,skupaj,100 - 499 ,41
2015,Estonija,16-24,moški,100 - 499 ,46
2015,Estonija,16-24,ženske,100 - 499 ,28
2015,Estonija,25-54,moški,100 - 499 ,45
2015,Estonija,25-54,ženske,100 - 499 ,45
2015,Estonija,55-74,moški,100 - 499 ,41
2015,Estonija,55-74,ženske,100 - 499 ,41
2015,Irska,skupaj,skupaj,100 - 499 ,42
2015,Irska,16-24,skupaj,100 - 499 ,29
2015,Irska,25-54,skupaj,100 - 499 ,45
2015,Irska,55-74,skupaj,100 - 499 ,42
2015,Irska,16-24,moški,100 - 499 ,32
2015,Irska,16-24,ženske,100 - 499 ,26
2015,Irska,25-54,moški,100 - 499 ,43
2015,Irska,25-54,ženske,100 - 499 ,46
2015,Irska,55-74,moški,100 - 499 ,43
2015,Irska,55-74,ženske,100 - 499 ,40
2015,Grčija,skupaj,skupaj,100 - 499 ,35
2015,Grčija,16-24,skupaj,100 - 499 ,30
2015,Grčija,25-54,skupaj,100 - 499 ,36
2015,Grčija,55-74,skupaj,100 - 499 ,39
2015,Grčija,16-24,moški,100 - 499 ,37
2015,Grčija,16-24,ženske,100 - 499 ,21
2015,Grčija,25-54,moški,100 - 499 ,41
2015,Grčija,25-54,ženske,100 - 499 ,30
2015,Grčija,55-74,moški,100 - 499 ,42
2015,Grčija,55-74,ženske,100 - 499 ,32
2015,Španija,skupaj,skupaj,100 - 499 ,38
2015,Španija,16-24,skupaj,100 - 499 ,27
2015,Španija,25-54,skupaj,100 - 499 ,40
2015,Španija,55-74,skupaj,100 - 499 ,39
2015,Španija,16-24,moški,100 - 499 ,30
2015,Španija,16-24,ženske,100 - 499 ,24
2015,Španija,25-54,moški,100 - 499 ,39
2015,Španija,25-54,ženske,100 - 499 ,41
2015,Španija,55-74,moški,100 - 499 ,40
2015,Španija,55-74,ženske,100 - 499 ,37
2015,Francija,skupaj,skupaj,100 - 499 ,42
2015,Francija,16-24,skupaj,100 - 499 ,33
2015,Francija,25-54,skupaj,100 - 499 ,43
2015,Francija,55-74,skupaj,100 - 499 ,47
2015,Francija,16-24,moški,100 - 499 ,37
2015,Francija,16-24,ženske,100 - 499 ,30
2015,Francija,25-54,moški,100 - 499 ,45
2015,Francija,25-54,ženske,100 - 499 ,40
2015,Francija,55-74,moški,100 - 499 ,49
2015,Francija,55-74,ženske,100 - 499 ,44
2015,Hrvaška,skupaj,skupaj,100 - 499 ,24
2015,Hrvaška,16-24,skupaj,100 - 499 ,11
2015,Hrvaška,25-54,skupaj,100 - 499 ,30
2015,Hrvaška,55-74,skupaj,100 - 499 ,22
2015,Hrvaška,16-24,moški,100 - 499 ,13
2015,Hrvaška,16-24,ženske,100 - 499 ,9
2015,Hrvaška,25-54,moški,100 - 499 ,31
2015,Hrvaška,25-54,ženske,100 - 499 ,29
2015,Hrvaška,55-74,moški,100 - 499 ,32
2015,Hrvaška,55-74,ženske,100 - 499 ,12
2015,Italija,skupaj,skupaj,100 - 499 ,30
2015,Italija,16-24,skupaj,100 - 499 ,21
2015,Italija,25-54,skupaj,100 - 499 ,32
2015,Italija,55-74,skupaj,100 - 499 ,33
2015,Italija,16-24,moški,100 - 499 ,24
2015,Italija,16-24,ženske,100 - 499 ,17
2015,Italija,25-54,moški,100 - 499 ,34
2015,Italija,25-54,ženske,100 - 499 ,30
2015,Italija,55-74,moški,100 - 499 ,34
2015,Italija,55-74,ženske,100 - 499 ,30
2015,Ciper,skupaj,skupaj,100 - 499 ,41
2015,Ciper,16-24,skupaj,100 - 499 ,30
2015,Ciper,25-54,skupaj,100 - 499 ,45
2015,Ciper,55-74,skupaj,100 - 499 ,45
2015,Ciper,16-24,moški,100 - 499 ,44
2015,Ciper,16-24,ženske,100 - 499 ,15
2015,Ciper,25-54,moški,100 - 499 ,46
2015,Ciper,25-54,ženske,100 - 499 ,44
2015,Ciper,55-74,moški,100 - 499 ,42
2015,Ciper,55-74,ženske,100 - 499 ,50
2015,Latvija,skupaj,skupaj,100 - 499 ,22
2015,Latvija,16-24,skupaj,100 - 499 ,17
2015,Latvija,25-54,skupaj,100 - 499 ,23
2015,Latvija,55-74,skupaj,100 - 499 ,27
2015,Latvija,16-24,moški,100 - 499 ,21
2015,Latvija,16-24,ženske,100 - 499 ,13
2015,Latvija,25-54,moški,100 - 499 ,25
2015,Latvija,25-54,ženske,100 - 499 ,22
2015,Latvija,55-74,moški,100 - 499 ,22
2015,Latvija,55-74,ženske,100 - 499 ,29
2015,Litva,skupaj,skupaj,100 - 499 ,40
2015,Litva,16-24,skupaj,100 - 499 ,30
2015,Litva,25-54,skupaj,100 - 499 ,44
2015,Litva,55-74,skupaj,100 - 499 ,41
2015,Litva,16-24,moški,100 - 499 ,37
2015,Litva,16-24,ženske,100 - 499 ,25
2015,Litva,25-54,moški,100 - 499 ,48
2015,Litva,25-54,ženske,100 - 499 ,40
2015,Litva,55-74,moški,100 - 499 ,41
2015,Litva,55-74,ženske,100 - 499 ,40
2015,Luksemburg,skupaj,skupaj,100 - 499 ,36
2015,Luksemburg,16-24,skupaj,100 - 499 ,49
2015,Luksemburg,25-54,skupaj,100 - 499 ,33
2015,Luksemburg,55-74,skupaj,100 - 499 ,22
2015,Luksemburg,16-24,moški,100 - 499 ,49
2015,Luksemburg,16-24,ženske,100 - 499 ,48
2015,Luksemburg,25-54,moški,100 - 499 ,35
2015,Luksemburg,25-54,ženske,100 - 499 ,31
2015,Luksemburg,55-74,moški,100 - 499 ,21
2015,Luksemburg,55-74,ženske,100 - 499 ,25
2015,Madžarska,skupaj,skupaj,100 - 499 ,27
2015,Madžarska,16-24,skupaj,100 - 499 ,18
2015,Madžarska,25-54,skupaj,100 - 499 ,28
2015,Madžarska,55-74,skupaj,100 - 499 ,34
2015,Madžarska,16-24,moški,100 - 499 ,20
2015,Madžarska,16-24,ženske,100 - 499 ,15
2015,Madžarska,25-54,moški,100 - 499 ,27
2015,Madžarska,25-54,ženske,100 - 499 ,29
2015,Madžarska,55-74,moški,100 - 499 ,38
2015,Madžarska,55-74,ženske,100 - 499 ,30
2015,Malta,skupaj,skupaj,100 - 499 ,38
2015,Malta,16-24,skupaj,100 - 499 ,28
2015,Malta,25-54,skupaj,100 - 499 ,42
2015,Malta,55-74,skupaj,100 - 499 ,37
2015,Malta,16-24,moški,100 - 499 ,36
2015,Malta,16-24,ženske,100 - 499 ,23
2015,Malta,25-54,moški,100 - 499 ,41
2015,Malta,25-54,ženske,100 - 499 ,43
2015,Malta,55-74,moški,100 - 499 ,36
2015,Malta,55-74,ženske,100 - 499 ,41
2015,Nizozemska,skupaj,skupaj,100 - 499 ,39
2015,Nizozemska,16-24,skupaj,100 - 499 ,36
2015,Nizozemska,25-54,skupaj,100 - 499 ,42
2015,Nizozemska,55-74,skupaj,100 - 499 ,34
2015,Nizozemska,16-24,moški,100 - 499 ,40
2015,Nizozemska,16-24,ženske,100 - 499 ,32
2015,Nizozemska,25-54,moški,100 - 499 ,41
2015,Nizozemska,25-54,ženske,100 - 499 ,43
2015,Nizozemska,55-74,moški,100 - 499 ,36
2015,Nizozemska,55-74,ženske,100 - 499 ,32
2015,Avstrija,skupaj,skupaj,100 - 499 ,53
2015,Avstrija,16-24,skupaj,100 - 499 ,53
2015,Avstrija,25-54,skupaj,100 - 499 ,54
2015,Avstrija,55-74,skupaj,100 - 499 ,49
2015,Avstrija,16-24,moški,100 - 499 ,49
2015,Avstrija,16-24,ženske,100 - 499 ,57
2015,Avstrija,25-54,moški,100 - 499 ,51
2015,Avstrija,25-54,ženske,100 - 499 ,57
2015,Avstrija,55-74,moški,100 - 499 ,46
2015,Avstrija,55-74,ženske,100 - 499 ,55
2015,Poljska,skupaj,skupaj,100 - 499 ,39
2015,Poljska,16-24,skupaj,100 - 499 ,24
2015,Poljska,25-54,skupaj,100 - 499 ,44
2015,Poljska,55-74,skupaj,100 - 499 ,38
2015,Poljska,16-24,moški,100 - 499 ,27
2015,Poljska,16-24,ženske,100 - 499 ,20
2015,Poljska,25-54,moški,100 - 499 ,48
2015,Poljska,25-54,ženske,100 - 499 ,40
2015,Poljska,55-74,moški,100 - 499 ,36
2015,Poljska,55-74,ženske,100 - 499 ,40
2015,Portugalska,skupaj,skupaj,100 - 499 ,41
2015,Portugalska,16-24,skupaj,100 - 499 ,37
2015,Portugalska,25-54,skupaj,100 - 499 ,42
2015,Portugalska,55-74,skupaj,100 - 499 ,46
2015,Portugalska,16-24,moški,100 - 499 ,39
2015,Portugalska,16-24,ženske,100 - 499 ,34
2015,Portugalska,25-54,moški,100 - 499 ,42
2015,Portugalska,25-54,ženske,100 - 499 ,43
2015,Portugalska,55-74,moški,100 - 499 ,46
2015,Portugalska,55-74,ženske,100 - 499 ,46
2015,Romunija,skupaj,skupaj,100 - 499 ,26
2015,Romunija,16-24,skupaj,100 - 499 ,21
2015,Romunija,25-54,skupaj,100 - 499 ,27
2015,Romunija,55-74,skupaj,100 - 499 ,31
2015,Romunija,16-24,moški,100 - 499 ,26
2015,Romunija,16-24,ženske,100 - 499 ,15
2015,Romunija,25-54,moški,100 - 499 ,35
2015,Romunija,25-54,ženske,100 - 499 ,18
2015,Romunija,55-74,moški,100 - 499 ,30
2015,Romunija,55-74,ženske,100 - 499 ,33
2015,Slovenija,skupaj,skupaj,100 - 499 ,32
2015,Slovenija,16-24,skupaj,100 - 499 ,28
2015,Slovenija,25-54,skupaj,100 - 499 ,33
2015,Slovenija,55-74,skupaj,100 - 499 ,34
2015,Slovenija,16-24,moški,100 - 499 ,34
2015,Slovenija,16-24,ženske,100 - 499 ,20
2015,Slovenija,25-54,moški,100 - 499 ,39
2015,Slovenija,25-54,ženske,100 - 499 ,27
2015,Slovenija,55-74,moški,100 - 499 ,37
2015,Slovenija,55-74,ženske,100 - 499 ,30
2015,Slovaška,skupaj,skupaj,100 - 499 ,37
2015,Slovaška,16-24,skupaj,100 - 499 ,33
2015,Slovaška,25-54,skupaj,100 - 499 ,40
2015,Slovaška,55-74,skupaj,100 - 499 ,20
2015,Slovaška,16-24,moški,100 - 499 ,35
2015,Slovaška,16-24,ženske,100 - 499 ,31
2015,Slovaška,25-54,moški,100 - 499 ,45
2015,Slovaška,25-54,ženske,100 - 499 ,35
2015,Slovaška,55-74,moški,100 - 499 ,24
2015,Slovaška,55-74,ženske,100 - 499 ,17
2015,Finska,skupaj,skupaj,100 - 499 ,42
2015,Finska,16-24,skupaj,100 - 499 ,56
2015,Finska,25-54,skupaj,100 - 499 ,40
2015,Finska,55-74,skupaj,100 - 499 ,34
2015,Finska,16-24,moški,100 - 499 ,55
2015,Finska,16-24,ženske,100 - 499 ,56
2015,Finska,25-54,moški,100 - 499 ,40
2015,Finska,25-54,ženske,100 - 499 ,41
2015,Finska,55-74,moški,100 - 499 ,28
2015,Finska,55-74,ženske,100 - 499 ,40
2015,Švedska,skupaj,skupaj,100 - 499 ,42
2015,Švedska,16-24,skupaj,100 - 499 ,47
2015,Švedska,25-54,skupaj,100 - 499 ,43
2015,Švedska,55-74,skupaj,100 - 499 ,38
2015,Švedska,16-24,moški,100 - 499 ,49
2015,Švedska,16-24,ženske,100 - 499 ,45
2015,Švedska,25-54,moški,100 - 499 ,38
2015,Švedska,25-54,ženske,100 - 499 ,47
2015,Švedska,55-74,moški,100 - 499 ,36
2015,Švedska,55-74,ženske,100 - 499 ,40
2015,EU28,skupaj,skupaj,500 - 999,10
2015,EU28,16-24,skupaj,500 - 999,6
2015,EU28,25-54,skupaj,500 - 999,11
2015,EU28,55-74,skupaj,500 - 999,10
2015,EU28,16-24,moški,500 - 999,7
2015,EU28,16-24,ženske,500 - 999,5
2015,EU28,25-54,moški,500 - 999,12
2015,EU28,25-54,ženske,500 - 999,9
2015,EU28,55-74,moški,500 - 999,12
2015,EU28,55-74,ženske,500 - 999,9
2015,Belgija,skupaj,skupaj,500 - 999,11
2015,Belgija,16-24,skupaj,500 - 999,6
2015,Belgija,25-54,skupaj,500 - 999,12
2015,Belgija,55-74,skupaj,500 - 999,13
2015,Belgija,16-24,moški,500 - 999,6
2015,Belgija,16-24,ženske,500 - 999,6
2015,Belgija,25-54,moški,500 - 999,13
2015,Belgija,25-54,ženske,500 - 999,10
2015,Belgija,55-74,moški,500 - 999,14
2015,Belgija,55-74,ženske,500 - 999,12
2015,Bolgarija,skupaj,skupaj,500 - 999,3
2015,Bolgarija,16-24,skupaj,500 - 999,0
2015,Bolgarija,25-54,skupaj,500 - 999,3
2015,Bolgarija,55-74,skupaj,500 - 999,11
2015,Bolgarija,16-24,moški,500 - 999,1
2015,Bolgarija,16-24,ženske,500 - 999,0
2015,Bolgarija,25-54,moški,500 - 999,4
2015,Bolgarija,25-54,ženske,500 - 999,2
2015,Bolgarija,55-74,moški,500 - 999,8
2015,Bolgarija,55-74,ženske,500 - 999,13
2015,Češka,skupaj,skupaj,500 - 999,2
2015,Češka,16-24,skupaj,500 - 999,1
2015,Češka,25-54,skupaj,500 - 999,3
2015,Češka,55-74,skupaj,500 - 999,1
2015,Češka,16-24,moški,500 - 999,2
2015,Češka,16-24,ženske,500 - 999,1
2015,Češka,25-54,moški,500 - 999,4
2015,Češka,25-54,ženske,500 - 999,1
2015,Češka,55-74,moški,500 - 999,3
2015,Češka,55-74,ženske,500 - 999,0
2015,Danska,skupaj,skupaj,500 - 999,13
2015,Danska,16-24,skupaj,500 - 999,10
2015,Danska,25-54,skupaj,500 - 999,15
2015,Danska,55-74,skupaj,500 - 999,10
2015,Danska,16-24,moški,500 - 999,11
2015,Danska,16-24,ženske,500 - 999,9
2015,Danska,25-54,moški,500 - 999,17
2015,Danska,25-54,ženske,500 - 999,13
2015,Danska,55-74,moški,500 - 999,10
2015,Danska,55-74,ženske,500 - 999,9
2015,Nemčija,skupaj,skupaj,500 - 999,9
2015,Nemčija,16-24,skupaj,500 - 999,5
2015,Nemčija,25-54,skupaj,500 - 999,11
2015,Nemčija,55-74,skupaj,500 - 999,7
2015,Nemčija,16-24,moški,500 - 999,8
2015,Nemčija,16-24,ženske,500 - 999,2
2015,Nemčija,25-54,moški,500 - 999,13
2015,Nemčija,25-54,ženske,500 - 999,9
2015,Nemčija,55-74,moški,500 - 999,8
2015,Nemčija,55-74,ženske,500 - 999,6
2015,Estonija,skupaj,skupaj,500 - 999,8
2015,Estonija,16-24,skupaj,500 - 999,5
2015,Estonija,25-54,skupaj,500 - 999,8
2015,Estonija,55-74,skupaj,500 - 999,12
2015,Estonija,16-24,moški,500 - 999,5
2015,Estonija,16-24,ženske,500 - 999,5
2015,Estonija,25-54,moški,500 - 999,10
2015,Estonija,25-54,ženske,500 - 999,7
2015,Estonija,55-74,moški,500 - 999,16
2015,Estonija,55-74,ženske,500 - 999,9
2015,Irska,skupaj,skupaj,500 - 999,NA
2015,Irska,16-24,skupaj,500 - 999,NA
2015,Irska,25-54,skupaj,500 - 999,NA
2015,Irska,55-74,skupaj,500 - 999,NA
2015,Irska,16-24,moški,500 - 999,NA
2015,Irska,16-24,ženske,500 - 999,NA
2015,Irska,25-54,moški,500 - 999,NA
2015,Irska,25-54,ženske,500 - 999,NA
2015,Irska,55-74,moški,500 - 999,NA
2015,Irska,55-74,ženske,500 - 999,NA
2015,Grčija,skupaj,skupaj,500 - 999,7
2015,Grčija,16-24,skupaj,500 - 999,7
2015,Grčija,25-54,skupaj,500 - 999,7
2015,Grčija,55-74,skupaj,500 - 999,4
2015,Grčija,16-24,moški,500 - 999,6
2015,Grčija,16-24,ženske,500 - 999,8
2015,Grčija,25-54,moški,500 - 999,9
2015,Grčija,25-54,ženske,500 - 999,4
2015,Grčija,55-74,moški,500 - 999,1
2015,Grčija,55-74,ženske,500 - 999,8
2015,Španija,skupaj,skupaj,500 - 999,9
2015,Španija,16-24,skupaj,500 - 999,3
2015,Španija,25-54,skupaj,500 - 999,9
2015,Španija,55-74,skupaj,500 - 999,12
2015,Španija,16-24,moški,500 - 999,3
2015,Španija,16-24,ženske,500 - 999,2
2015,Španija,25-54,moški,500 - 999,12
2015,Španija,25-54,ženske,500 - 999,7
2015,Španija,55-74,moški,500 - 999,14
2015,Španija,55-74,ženske,500 - 999,9
2015,Francija,skupaj,skupaj,500 - 999,7
2015,Francija,16-24,skupaj,500 - 999,4
2015,Francija,25-54,skupaj,500 - 999,8
2015,Francija,55-74,skupaj,500 - 999,6
2015,Francija,16-24,moški,500 - 999,6
2015,Francija,16-24,ženske,500 - 999,2
2015,Francija,25-54,moški,500 - 999,9
2015,Francija,25-54,ženske,500 - 999,7
2015,Francija,55-74,moški,500 - 999,8
2015,Francija,55-74,ženske,500 - 999,3
2015,Hrvaška,skupaj,skupaj,500 - 999,3
2015,Hrvaška,16-24,skupaj,500 - 999,0
2015,Hrvaška,25-54,skupaj,500 - 999,4
2015,Hrvaška,55-74,skupaj,500 - 999,4
2015,Hrvaška,16-24,moški,500 - 999,0
2015,Hrvaška,16-24,ženske,500 - 999,0
2015,Hrvaška,25-54,moški,500 - 999,6
2015,Hrvaška,25-54,ženske,500 - 999,1
2015,Hrvaška,55-74,moški,500 - 999,1
2015,Hrvaška,55-74,ženske,500 - 999,7
2015,Italija,skupaj,skupaj,500 - 999,4
2015,Italija,16-24,skupaj,500 - 999,3
2015,Italija,25-54,skupaj,500 - 999,4
2015,Italija,55-74,skupaj,500 - 999,6
2015,Italija,16-24,moški,500 - 999,3
2015,Italija,16-24,ženske,500 - 999,3
2015,Italija,25-54,moški,500 - 999,5
2015,Italija,25-54,ženske,500 - 999,3
2015,Italija,55-74,moški,500 - 999,7
2015,Italija,55-74,ženske,500 - 999,3
2015,Ciper,skupaj,skupaj,500 - 999,9
2015,Ciper,16-24,skupaj,500 - 999,4
2015,Ciper,25-54,skupaj,500 - 999,11
2015,Ciper,55-74,skupaj,500 - 999,11
2015,Ciper,16-24,moški,500 - 999,3
2015,Ciper,16-24,ženske,500 - 999,6
2015,Ciper,25-54,moški,500 - 999,11
2015,Ciper,25-54,ženske,500 - 999,10
2015,Ciper,55-74,moški,500 - 999,12
2015,Ciper,55-74,ženske,500 - 999,7
2015,Latvija,skupaj,skupaj,500 - 999,3
2015,Latvija,16-24,skupaj,500 - 999,2
2015,Latvija,25-54,skupaj,500 - 999,3
2015,Latvija,55-74,skupaj,500 - 999,2
2015,Latvija,16-24,moški,500 - 999,1
2015,Latvija,16-24,ženske,500 - 999,2
2015,Latvija,25-54,moški,500 - 999,4
2015,Latvija,25-54,ženske,500 - 999,3
2015,Latvija,55-74,moški,500 - 999,5
2015,Latvija,55-74,ženske,500 - 999,0
2015,Litva,skupaj,skupaj,500 - 999,7
2015,Litva,16-24,skupaj,500 - 999,6
2015,Litva,25-54,skupaj,500 - 999,7
2015,Litva,55-74,skupaj,500 - 999,10
2015,Litva,16-24,moški,500 - 999,8
2015,Litva,16-24,ženske,500 - 999,4
2015,Litva,25-54,moški,500 - 999,9
2015,Litva,25-54,ženske,500 - 999,4
2015,Litva,55-74,moški,500 - 999,10
2015,Litva,55-74,ženske,500 - 999,11
2015,Luksemburg,skupaj,skupaj,500 - 999,11
2015,Luksemburg,16-24,skupaj,500 - 999,7
2015,Luksemburg,25-54,skupaj,500 - 999,13
2015,Luksemburg,55-74,skupaj,500 - 999,9
2015,Luksemburg,16-24,moški,500 - 999,8
2015,Luksemburg,16-24,ženske,500 - 999,5
2015,Luksemburg,25-54,moški,500 - 999,13
2015,Luksemburg,25-54,ženske,500 - 999,14
2015,Luksemburg,55-74,moški,500 - 999,8
2015,Luksemburg,55-74,ženske,500 - 999,11
2015,Madžarska,skupaj,skupaj,500 - 999,3
2015,Madžarska,16-24,skupaj,500 - 999,0
2015,Madžarska,25-54,skupaj,500 - 999,4
2015,Madžarska,55-74,skupaj,500 - 999,3
2015,Madžarska,16-24,moški,500 - 999,1
2015,Madžarska,16-24,ženske,500 - 999,0
2015,Madžarska,25-54,moški,500 - 999,5
2015,Madžarska,25-54,ženske,500 - 999,3
2015,Madžarska,55-74,moški,500 - 999,2
2015,Madžarska,55-74,ženske,500 - 999,3
2015,Malta,skupaj,skupaj,500 - 999,11
2015,Malta,16-24,skupaj,500 - 999,8
2015,Malta,25-54,skupaj,500 - 999,12
2015,Malta,55-74,skupaj,500 - 999,8
2015,Malta,16-24,moški,500 - 999,15
2015,Malta,16-24,ženske,500 - 999,3
2015,Malta,25-54,moški,500 - 999,15
2015,Malta,25-54,ženske,500 - 999,8
2015,Malta,55-74,moški,500 - 999,7
2015,Malta,55-74,ženske,500 - 999,9
2015,Nizozemska,skupaj,skupaj,500 - 999,11
2015,Nizozemska,16-24,skupaj,500 - 999,7
2015,Nizozemska,25-54,skupaj,500 - 999,12
2015,Nizozemska,55-74,skupaj,500 - 999,10
2015,Nizozemska,16-24,moški,500 - 999,7
2015,Nizozemska,16-24,ženske,500 - 999,7
2015,Nizozemska,25-54,moški,500 - 999,14
2015,Nizozemska,25-54,ženske,500 - 999,9
2015,Nizozemska,55-74,moški,500 - 999,12
2015,Nizozemska,55-74,ženske,500 - 999,8
2015,Avstrija,skupaj,skupaj,500 - 999,16
2015,Avstrija,16-24,skupaj,500 - 999,12
2015,Avstrija,25-54,skupaj,500 - 999,17
2015,Avstrija,55-74,skupaj,500 - 999,13
2015,Avstrija,16-24,moški,500 - 999,14
2015,Avstrija,16-24,ženske,500 - 999,9
2015,Avstrija,25-54,moški,500 - 999,19
2015,Avstrija,25-54,ženske,500 - 999,16
2015,Avstrija,55-74,moški,500 - 999,14
2015,Avstrija,55-74,ženske,500 - 999,10
2015,Poljska,skupaj,skupaj,500 - 999,3
2015,Poljska,16-24,skupaj,500 - 999,2
2015,Poljska,25-54,skupaj,500 - 999,4
2015,Poljska,55-74,skupaj,500 - 999,3
2015,Poljska,16-24,moški,500 - 999,1
2015,Poljska,16-24,ženske,500 - 999,3
2015,Poljska,25-54,moški,500 - 999,5
2015,Poljska,25-54,ženske,500 - 999,3
2015,Poljska,55-74,moški,500 - 999,2
2015,Poljska,55-74,ženske,500 - 999,4
2015,Portugalska,skupaj,skupaj,500 - 999,9
2015,Portugalska,16-24,skupaj,500 - 999,3
2015,Portugalska,25-54,skupaj,500 - 999,11
2015,Portugalska,55-74,skupaj,500 - 999,10
2015,Portugalska,16-24,moški,500 - 999,2
2015,Portugalska,16-24,ženske,500 - 999,5
2015,Portugalska,25-54,moški,500 - 999,11
2015,Portugalska,25-54,ženske,500 - 999,10
2015,Portugalska,55-74,moški,500 - 999,11
2015,Portugalska,55-74,ženske,500 - 999,7
2015,Romunija,skupaj,skupaj,500 - 999,3
2015,Romunija,16-24,skupaj,500 - 999,1
2015,Romunija,25-54,skupaj,500 - 999,5
2015,Romunija,55-74,skupaj,500 - 999,1
2015,Romunija,16-24,moški,500 - 999,1
2015,Romunija,16-24,ženske,500 - 999,1
2015,Romunija,25-54,moški,500 - 999,6
2015,Romunija,25-54,ženske,500 - 999,3
2015,Romunija,55-74,moški,500 - 999,2
2015,Romunija,55-74,ženske,500 - 999,0
2015,Slovenija,skupaj,skupaj,500 - 999,6
2015,Slovenija,16-24,skupaj,500 - 999,3
2015,Slovenija,25-54,skupaj,500 - 999,7
2015,Slovenija,55-74,skupaj,500 - 999,3
2015,Slovenija,16-24,moški,500 - 999,5
2015,Slovenija,16-24,ženske,500 - 999,0
2015,Slovenija,25-54,moški,500 - 999,6
2015,Slovenija,25-54,ženske,500 - 999,8
2015,Slovenija,55-74,moški,500 - 999,2
2015,Slovenija,55-74,ženske,500 - 999,5
2015,Slovaška,skupaj,skupaj,500 - 999,8
2015,Slovaška,16-24,skupaj,500 - 999,4
2015,Slovaška,25-54,skupaj,500 - 999,9
2015,Slovaška,55-74,skupaj,500 - 999,13
2015,Slovaška,16-24,moški,500 - 999,6
2015,Slovaška,16-24,ženske,500 - 999,3
2015,Slovaška,25-54,moški,500 - 999,11
2015,Slovaška,25-54,ženske,500 - 999,6
2015,Slovaška,55-74,moški,500 - 999,14
2015,Slovaška,55-74,ženske,500 - 999,12
2015,Finska,skupaj,skupaj,500 - 999,17
2015,Finska,16-24,skupaj,500 - 999,11
2015,Finska,25-54,skupaj,500 - 999,19
2015,Finska,55-74,skupaj,500 - 999,16
2015,Finska,16-24,moški,500 - 999,14
2015,Finska,16-24,ženske,500 - 999,7
2015,Finska,25-54,moški,500 - 999,20
2015,Finska,25-54,ženske,500 - 999,18
2015,Finska,55-74,moški,500 - 999,18
2015,Finska,55-74,ženske,500 - 999,15
2015,Švedska,skupaj,skupaj,500 - 999,15
