leto,drzava,starostna skupina,spol,prodajalec,odstotek
2010,Bolgarija,skupaj,skupaj,iz EU,35
2010,Bolgarija,skupaj,skupaj,iz drugih držav,12
2011,Bolgarija,skupaj,skupaj,domači,73
2011,Bolgarija,skupaj,skupaj,iz EU,38
2011,Bolgarija,skupaj,skupaj,iz drugih držav,16
2012,Bolgarija,skupaj,skupaj,domači,80
2012,Bolgarija,skupaj,skupaj,iz EU,46
2012,Bolgarija,skupaj,skupaj,iz drugih držav,12
2013,Bolgarija,skupaj,skupaj,domači,81
2013,Bolgarija,skupaj,skupaj,iz EU,49
2013,Bolgarija,skupaj,skupaj,iz drugih držav,14
2014,Bolgarija,skupaj,skupaj,domači,83
2014,Bolgarija,skupaj,skupaj,iz EU,44
2014,Bolgarija,skupaj,skupaj,iz drugih držav,15
2015,Bolgarija,skupaj,skupaj,domači,87
2015,Bolgarija,skupaj,skupaj,iz EU,40
2015,Bolgarija,skupaj,skupaj,iz drugih držav,15
2016,Bolgarija,skupaj,skupaj,domači,88
2016,Bolgarija,skupaj,skupaj,iz EU,41
2016,Bolgarija,skupaj,skupaj,iz drugih držav,19
2017,Bolgarija,skupaj,skupaj,domači,87
2017,Bolgarija,skupaj,skupaj,iz EU,35
2017,Bolgarija,skupaj,skupaj,iz drugih držav,16
2018,Bolgarija,skupaj,skupaj,domači,87
2018,Bolgarija,skupaj,skupaj,iz EU,35
2018,Bolgarija,skupaj,skupaj,iz drugih držav,17
2019,Bolgarija,skupaj,skupaj,domači,88
2019,Bolgarija,skupaj,skupaj,iz EU,42
2019,Bolgarija,skupaj,skupaj,iz drugih držav,19
2010,Bolgarija,16-24,skupaj,domači,69
2010,Bolgarija,16-24,skupaj,iz EU,41
2010,Bolgarija,16-24,skupaj,iz drugih držav,14
2011,Bolgarija,16-24,skupaj,domači,72
2011,Bolgarija,16-24,skupaj,iz EU,37
2011,Bolgarija,16-24,skupaj,iz drugih držav,16
2012,Bolgarija,16-24,skupaj,domači,73
2012,Bolgarija,16-24,skupaj,iz EU,51
2012,Bolgarija,16-24,skupaj,iz drugih držav,16
2013,Bolgarija,16-24,skupaj,domači,84
2013,Bolgarija,16-24,skupaj,iz EU,44
2013,Bolgarija,16-24,skupaj,iz drugih držav,11
2014,Bolgarija,16-24,skupaj,domači,83
2014,Bolgarija,16-24,skupaj,iz EU,40
2014,Bolgarija,16-24,skupaj,iz drugih držav,14
2015,Bolgarija,16-24,skupaj,domači,87
2015,Bolgarija,16-24,skupaj,iz EU,35
2015,Bolgarija,16-24,skupaj,iz drugih držav,11
2016,Bolgarija,16-24,skupaj,domači,91
2016,Bolgarija,16-24,skupaj,iz EU,38
2016,Bolgarija,16-24,skupaj,iz drugih držav,18
2017,Bolgarija,16-24,skupaj,domači,84
2017,Bolgarija,16-24,skupaj,iz EU,36
2017,Bolgarija,16-24,skupaj,iz drugih držav,19
2018,Bolgarija,16-24,skupaj,domači,80
2018,Bolgarija,16-24,skupaj,iz EU,35
2018,Bolgarija,16-24,skupaj,iz drugih držav,22
2019,Bolgarija,16-24,skupaj,domači,83
2019,Bolgarija,16-24,skupaj,iz EU,41
2019,Bolgarija,16-24,skupaj,iz drugih držav,20
2010,Bolgarija,25-54,skupaj,domači,79
2010,Bolgarija,25-54,skupaj,iz EU,33
2010,Bolgarija,25-54,skupaj,iz drugih držav,11
2011,Bolgarija,25-54,skupaj,domači,73
2011,Bolgarija,25-54,skupaj,iz EU,38
2011,Bolgarija,25-54,skupaj,iz drugih držav,17
2012,Bolgarija,25-54,skupaj,domači,82
2012,Bolgarija,25-54,skupaj,iz EU,45
2012,Bolgarija,25-54,skupaj,iz drugih držav,10
2013,Bolgarija,25-54,skupaj,domači,80
2013,Bolgarija,25-54,skupaj,iz EU,52
2013,Bolgarija,25-54,skupaj,iz drugih držav,15
2014,Bolgarija,25-54,skupaj,domači,83
2014,Bolgarija,25-54,skupaj,iz EU,46
2014,Bolgarija,25-54,skupaj,iz drugih držav,16
2015,Bolgarija,25-54,skupaj,domači,88
2015,Bolgarija,25-54,skupaj,iz EU,42
2015,Bolgarija,25-54,skupaj,iz drugih držav,15
2016,Bolgarija,25-54,skupaj,domači,87
2016,Bolgarija,25-54,skupaj,iz EU,44
2016,Bolgarija,25-54,skupaj,iz drugih držav,19
2017,Bolgarija,25-54,skupaj,domači,89
2017,Bolgarija,25-54,skupaj,iz EU,35
2017,Bolgarija,25-54,skupaj,iz drugih držav,16
2018,Bolgarija,25-54,skupaj,domači,89
2018,Bolgarija,25-54,skupaj,iz EU,36
2018,Bolgarija,25-54,skupaj,iz drugih držav,17
2019,Bolgarija,25-54,skupaj,domači,90
2019,Bolgarija,25-54,skupaj,iz EU,43
2019,Bolgarija,25-54,skupaj,iz drugih držav,18
2010,Bolgarija,55-74,skupaj,domači,82
2010,Bolgarija,55-74,skupaj,iz EU,NA
2010,Bolgarija,55-74,skupaj,iz drugih držav,NA
2011,Bolgarija,55-74,skupaj,domači,68
2011,Bolgarija,55-74,skupaj,iz EU,39
2011,Bolgarija,55-74,skupaj,iz drugih držav,11
2012,Bolgarija,55-74,skupaj,domači,81
2012,Bolgarija,55-74,skupaj,iz EU,37
2012,Bolgarija,55-74,skupaj,iz drugih držav,12
2013,Bolgarija,55-74,skupaj,domači,85
2013,Bolgarija,55-74,skupaj,iz EU,31
2013,Bolgarija,55-74,skupaj,iz drugih držav,7
2014,Bolgarija,55-74,skupaj,domači,91
2014,Bolgarija,55-74,skupaj,iz EU,37
2014,Bolgarija,55-74,skupaj,iz drugih držav,13
2015,Bolgarija,55-74,skupaj,domači,87
2015,Bolgarija,55-74,skupaj,iz EU,35
2015,Bolgarija,55-74,skupaj,iz drugih držav,17
2016,Bolgarija,55-74,skupaj,domači,89
2016,Bolgarija,55-74,skupaj,iz EU,27
2016,Bolgarija,55-74,skupaj,iz drugih držav,15
2017,Bolgarija,55-74,skupaj,domači,87
2017,Bolgarija,55-74,skupaj,iz EU,28
2017,Bolgarija,55-74,skupaj,iz drugih držav,6
2018,Bolgarija,55-74,skupaj,domači,88
2018,Bolgarija,55-74,skupaj,iz EU,31
2018,Bolgarija,55-74,skupaj,iz drugih držav,11
2019,Bolgarija,55-74,skupaj,domači,87
2019,Bolgarija,55-74,skupaj,iz EU,35
2019,Bolgarija,55-74,skupaj,iz drugih držav,23
2010,Bolgarija,16-24,moški,domači,72
2010,Bolgarija,16-24,moški,iz EU,42
2010,Bolgarija,16-24,moški,iz drugih držav,18
2011,Bolgarija,16-24,moški,domači,66
2011,Bolgarija,16-24,moški,iz EU,44
2011,Bolgarija,16-24,moški,iz drugih držav,17
2012,Bolgarija,16-24,moški,domači,72
2012,Bolgarija,16-24,moški,iz EU,53
2012,Bolgarija,16-24,moški,iz drugih držav,16
2013,Bolgarija,16-24,moški,domači,83
2013,Bolgarija,16-24,moški,iz EU,48
2013,Bolgarija,16-24,moški,iz drugih držav,14
2014,Bolgarija,16-24,moški,domači,77
2014,Bolgarija,16-24,moški,iz EU,49
2014,Bolgarija,16-24,moški,iz drugih držav,18
2015,Bolgarija,16-24,moški,domači,85
2015,Bolgarija,16-24,moški,iz EU,39
2015,Bolgarija,16-24,moški,iz drugih držav,10
2016,Bolgarija,16-24,moški,domači,91
2016,Bolgarija,16-24,moški,iz EU,45
2016,Bolgarija,16-24,moški,iz drugih držav,22
2017,Bolgarija,16-24,moški,domači,80
2017,Bolgarija,16-24,moški,iz EU,42
2017,Bolgarija,16-24,moški,iz drugih držav,22
2018,Bolgarija,16-24,moški,domači,75
2018,Bolgarija,16-24,moški,iz EU,37
2018,Bolgarija,16-24,moški,iz drugih držav,20
2019,Bolgarija,16-24,moški,domači,84
2019,Bolgarija,16-24,moški,iz EU,37
2019,Bolgarija,16-24,moški,iz drugih držav,18
2010,Bolgarija,16-24,ženske,domači,65
2010,Bolgarija,16-24,ženske,iz EU,40
2010,Bolgarija,16-24,ženske,iz drugih držav,NA
2011,Bolgarija,16-24,ženske,domači,78
2011,Bolgarija,16-24,ženske,iz EU,31
2011,Bolgarija,16-24,ženske,iz drugih držav,14
2012,Bolgarija,16-24,ženske,domači,74
2012,Bolgarija,16-24,ženske,iz EU,50
2012,Bolgarija,16-24,ženske,iz drugih držav,17
2013,Bolgarija,16-24,ženske,domači,84
2013,Bolgarija,16-24,ženske,iz EU,40
2013,Bolgarija,16-24,ženske,iz drugih držav,9
2014,Bolgarija,16-24,ženske,domači,90
2014,Bolgarija,16-24,ženske,iz EU,31
2014,Bolgarija,16-24,ženske,iz drugih držav,10
2015,Bolgarija,16-24,ženske,domači,90
2015,Bolgarija,16-24,ženske,iz EU,31
2015,Bolgarija,16-24,ženske,iz drugih držav,13
2016,Bolgarija,16-24,ženske,domači,91
2016,Bolgarija,16-24,ženske,iz EU,31
2016,Bolgarija,16-24,ženske,iz drugih držav,14
2017,Bolgarija,16-24,ženske,domači,86
2017,Bolgarija,16-24,ženske,iz EU,30
2017,Bolgarija,16-24,ženske,iz drugih držav,17
2018,Bolgarija,16-24,ženske,domači,85
2018,Bolgarija,16-24,ženske,iz EU,34
2018,Bolgarija,16-24,ženske,iz drugih držav,25
2019,Bolgarija,16-24,ženske,domači,82
2019,Bolgarija,16-24,ženske,iz EU,46
2019,Bolgarija,16-24,ženske,iz drugih držav,21
2010,Bolgarija,25-54,moški,domači,79
2010,Bolgarija,25-54,moški,iz EU,34
2010,Bolgarija,25-54,moški,iz drugih držav,14
2011,Bolgarija,25-54,moški,domači,69
2011,Bolgarija,25-54,moški,iz EU,41
2011,Bolgarija,25-54,moški,iz drugih držav,24
2012,Bolgarija,25-54,moški,domači,82
2012,Bolgarija,25-54,moški,iz EU,44
2012,Bolgarija,25-54,moški,iz drugih držav,12
2013,Bolgarija,25-54,moški,domači,79
2013,Bolgarija,25-54,moški,iz EU,55
2013,Bolgarija,25-54,moški,iz drugih držav,20
2014,Bolgarija,25-54,moški,domači,82
2014,Bolgarija,25-54,moški,iz EU,49
2014,Bolgarija,25-54,moški,iz drugih držav,19
2015,Bolgarija,25-54,moški,domači,87
2015,Bolgarija,25-54,moški,iz EU,43
2015,Bolgarija,25-54,moški,iz drugih držav,17
2016,Bolgarija,25-54,moški,domači,85
2016,Bolgarija,25-54,moški,iz EU,47
2016,Bolgarija,25-54,moški,iz drugih držav,23
2017,Bolgarija,25-54,moški,domači,87
2017,Bolgarija,25-54,moški,iz EU,39
2017,Bolgarija,25-54,moški,iz drugih držav,18
2018,Bolgarija,25-54,moški,domači,87
2018,Bolgarija,25-54,moški,iz EU,40
2018,Bolgarija,25-54,moški,iz drugih držav,20
2019,Bolgarija,25-54,moški,domači,89
2019,Bolgarija,25-54,moški,iz EU,44
2019,Bolgarija,25-54,moški,iz drugih držav,20
2010,Bolgarija,25-54,ženske,domači,80
2010,Bolgarija,25-54,ženske,iz EU,32
2010,Bolgarija,25-54,ženske,iz drugih držav,7
2011,Bolgarija,25-54,ženske,domači,78
2011,Bolgarija,25-54,ženske,iz EU,35
2011,Bolgarija,25-54,ženske,iz drugih držav,9
2012,Bolgarija,25-54,ženske,domači,82
2012,Bolgarija,25-54,ženske,iz EU,46
2012,Bolgarija,25-54,ženske,iz drugih držav,8
2013,Bolgarija,25-54,ženske,domači,81
2013,Bolgarija,25-54,ženske,iz EU,50
2013,Bolgarija,25-54,ženske,iz drugih držav,10
2014,Bolgarija,25-54,ženske,domači,85
2014,Bolgarija,25-54,ženske,iz EU,44
2014,Bolgarija,25-54,ženske,iz drugih držav,13
2015,Bolgarija,25-54,ženske,domači,88
2015,Bolgarija,25-54,ženske,iz EU,40
2015,Bolgarija,25-54,ženske,iz drugih držav,14
2016,Bolgarija,25-54,ženske,domači,88
2016,Bolgarija,25-54,ženske,iz EU,40
2016,Bolgarija,25-54,ženske,iz drugih držav,16
2017,Bolgarija,25-54,ženske,domači,90
2017,Bolgarija,25-54,ženske,iz EU,31
2017,Bolgarija,25-54,ženske,iz drugih držav,14
2018,Bolgarija,25-54,ženske,domači,91
2018,Bolgarija,25-54,ženske,iz EU,32
2018,Bolgarija,25-54,ženske,iz drugih držav,14
2019,Bolgarija,25-54,ženske,domači,90
2019,Bolgarija,25-54,ženske,iz EU,42
2019,Bolgarija,25-54,ženske,iz drugih držav,17
2010,Bolgarija,55-74,moški,domači,78
2010,Bolgarija,55-74,moški,iz EU,NA
2010,Bolgarija,55-74,moški,iz drugih držav,NA
2011,Bolgarija,55-74,moški,domači,72
2011,Bolgarija,55-74,moški,iz EU,30
2011,Bolgarija,55-74,moški,iz drugih držav,18
2012,Bolgarija,55-74,moški,domači,NA
2012,Bolgarija,55-74,moški,iz EU,NA
2012,Bolgarija,55-74,moški,iz drugih držav,NA
2013,Bolgarija,55-74,moški,domači,84
2013,Bolgarija,55-74,moški,iz EU,35
2013,Bolgarija,55-74,moški,iz drugih držav,8
2014,Bolgarija,55-74,moški,domači,90
2014,Bolgarija,55-74,moški,iz EU,45
2014,Bolgarija,55-74,moški,iz drugih držav,21
2015,Bolgarija,55-74,moški,domači,89
2015,Bolgarija,55-74,moški,iz EU,47
2015,Bolgarija,55-74,moški,iz drugih držav,20
2016,Bolgarija,55-74,moški,domači,87
2016,Bolgarija,55-74,moški,iz EU,30
2016,Bolgarija,55-74,moški,iz drugih držav,23
2017,Bolgarija,55-74,moški,domači,81
2017,Bolgarija,55-74,moški,iz EU,32
2017,Bolgarija,55-74,moški,iz drugih držav,11
2018,Bolgarija,55-74,moški,domači,85
2018,Bolgarija,55-74,moški,iz EU,32
2018,Bolgarija,55-74,moški,iz drugih držav,11
2019,Bolgarija,55-74,moški,domači,86
2019,Bolgarija,55-74,moški,iz EU,42
2019,Bolgarija,55-74,moški,iz drugih držav,28
2010,Bolgarija,55-74,ženske,domači,NA
2010,Bolgarija,55-74,ženske,iz EU,NA
2010,Bolgarija,55-74,ženske,iz drugih držav,0
2011,Bolgarija,55-74,ženske,domači,NA
2011,Bolgarija,55-74,ženske,iz EU,NA
2011,Bolgarija,55-74,ženske,iz drugih držav,NA
2012,Bolgarija,55-74,ženske,domači,83
2012,Bolgarija,55-74,ženske,iz EU,47
2012,Bolgarija,55-74,ženske,iz drugih držav,10
2013,Bolgarija,55-74,ženske,domači,86
2013,Bolgarija,55-74,ženske,iz EU,26
2013,Bolgarija,55-74,ženske,iz drugih držav,6
2014,Bolgarija,55-74,ženske,domači,92
2014,Bolgarija,55-74,ženske,iz EU,29
2014,Bolgarija,55-74,ženske,iz drugih držav,6
2015,Bolgarija,55-74,ženske,domači,85
2015,Bolgarija,55-74,ženske,iz EU,25
2015,Bolgarija,55-74,ženske,iz drugih držav,15
2016,Bolgarija,55-74,ženske,domači,91
2016,Bolgarija,55-74,ženske,iz EU,25
2016,Bolgarija,55-74,ženske,iz drugih držav,9
2017,Bolgarija,55-74,ženske,domači,92
2017,Bolgarija,55-74,ženske,iz EU,25
2017,Bolgarija,55-74,ženske,iz drugih držav,2
2018,Bolgarija,55-74,ženske,domači,90
2018,Bolgarija,55-74,ženske,iz EU,31
2018,Bolgarija,55-74,ženske,iz drugih držav,11
2019,Bolgarija,55-74,ženske,domači,87
2019,Bolgarija,55-74,ženske,iz EU,29
2019,Bolgarija,55-74,ženske,iz drugih držav,19
2010,Češka,skupaj,skupaj,domači,92
2010,Češka,skupaj,skupaj,iz EU,8
2010,Češka,skupaj,skupaj,iz drugih držav,3
2011,Češka,skupaj,skupaj,domači,92
2011,Češka,skupaj,skupaj,iz EU,15
2011,Češka,skupaj,skupaj,iz drugih držav,4
2012,Češka,skupaj,skupaj,domači,91
2012,Češka,skupaj,skupaj,iz EU,15
2012,Češka,skupaj,skupaj,iz drugih držav,5
2013,Češka,skupaj,skupaj,domači,90
2013,Češka,skupaj,skupaj,iz EU,18
2013,Češka,skupaj,skupaj,iz drugih držav,6
2014,Češka,skupaj,skupaj,domači,90
2014,Češka,skupaj,skupaj,iz EU,17
2014,Češka,skupaj,skupaj,iz drugih držav,7
2015,Češka,skupaj,skupaj,domači,89
2015,Češka,skupaj,skupaj,iz EU,20
2015,Češka,skupaj,skupaj,iz drugih držav,8
2016,Češka,skupaj,skupaj,domači,92
2016,Češka,skupaj,skupaj,iz EU,18
2016,Češka,skupaj,skupaj,iz drugih držav,7
2017,Češka,skupaj,skupaj,domači,92
2017,Češka,skupaj,skupaj,iz EU,15
2017,Češka,skupaj,skupaj,iz drugih držav,8
2018,Češka,skupaj,skupaj,domači,91
2018,Češka,skupaj,skupaj,iz EU,19
2018,Češka,skupaj,skupaj,iz drugih držav,10
2019,Češka,skupaj,skupaj,domači,91
2019,Češka,skupaj,skupaj,iz EU,20
2019,Češka,skupaj,skupaj,iz drugih držav,19
2010,Češka,16-24,skupaj,domači,88
2010,Češka,16-24,skupaj,iz EU,8
2010,Češka,16-24,skupaj,iz drugih držav,2
2011,Češka,16-24,skupaj,domači,92
2011,Češka,16-24,skupaj,iz EU,15
2011,Češka,16-24,skupaj,iz drugih držav,5
2012,Češka,16-24,skupaj,domači,88
2012,Češka,16-24,skupaj,iz EU,14
2012,Češka,16-24,skupaj,iz drugih držav,5
2013,Češka,16-24,skupaj,domači,89
2013,Češka,16-24,skupaj,iz EU,22
2013,Češka,16-24,skupaj,iz drugih držav,7
2014,Češka,16-24,skupaj,domači,89
2014,Češka,16-24,skupaj,iz EU,16
2014,Češka,16-24,skupaj,iz drugih držav,7
2015,Češka,16-24,skupaj,domači,89
2015,Češka,16-24,skupaj,iz EU,19
2015,Češka,16-24,skupaj,iz drugih držav,11
2016,Češka,16-24,skupaj,domači,89
2016,Češka,16-24,skupaj,iz EU,21
2016,Češka,16-24,skupaj,iz drugih držav,8
2017,Češka,16-24,skupaj,domači,91
2017,Češka,16-24,skupaj,iz EU,15
2017,Češka,16-24,skupaj,iz drugih držav,11
2018,Češka,16-24,skupaj,domači,89
2018,Češka,16-24,skupaj,iz EU,20
2018,Češka,16-24,skupaj,iz drugih držav,14
2019,Češka,16-24,skupaj,domači,87
2019,Češka,16-24,skupaj,iz EU,21
2019,Češka,16-24,skupaj,iz drugih držav,27
2010,Češka,25-54,skupaj,domači,92
2010,Češka,25-54,skupaj,iz EU,8
2010,Češka,25-54,skupaj,iz drugih držav,NA
2011,Češka,25-54,skupaj,domači,92
2011,Češka,25-54,skupaj,iz EU,16
2011,Češka,25-54,skupaj,iz drugih držav,5
2012,Češka,25-54,skupaj,domači,92
2012,Češka,25-54,skupaj,iz EU,15
2012,Češka,25-54,skupaj,iz drugih držav,5
2013,Češka,25-54,skupaj,domači,90
2013,Češka,25-54,skupaj,iz EU,18
2013,Češka,25-54,skupaj,iz drugih držav,7
2014,Češka,25-54,skupaj,domači,90
2014,Češka,25-54,skupaj,iz EU,19
2014,Češka,25-54,skupaj,iz drugih držav,7
2015,Češka,25-54,skupaj,domači,90
2015,Češka,25-54,skupaj,iz EU,21
2015,Češka,25-54,skupaj,iz drugih držav,8
2016,Češka,25-54,skupaj,domači,92
2016,Češka,25-54,skupaj,iz EU,19
2016,Češka,25-54,skupaj,iz drugih držav,7
2017,Češka,25-54,skupaj,domači,93
2017,Češka,25-54,skupaj,iz EU,15
2017,Češka,25-54,skupaj,iz drugih držav,9
2018,Češka,25-54,skupaj,domači,91
2018,Češka,25-54,skupaj,iz EU,20
2018,Češka,25-54,skupaj,iz drugih držav,11
2019,Češka,25-54,skupaj,domači,91
2019,Češka,25-54,skupaj,iz EU,22
2019,Češka,25-54,skupaj,iz drugih držav,20
2010,Češka,55-74,skupaj,domači,96
2010,Češka,55-74,skupaj,iz EU,NA
2010,Češka,55-74,skupaj,iz drugih držav,NA
2011,Češka,55-74,skupaj,domači,92
2011,Češka,55-74,skupaj,iz EU,11
2011,Češka,55-74,skupaj,iz drugih držav,1
2012,Češka,55-74,skupaj,domači,92
2012,Češka,55-74,skupaj,iz EU,8
2012,Češka,55-74,skupaj,iz drugih držav,4
2013,Češka,55-74,skupaj,domači,88
2013,Češka,55-74,skupaj,iz EU,14
2013,Češka,55-74,skupaj,iz drugih držav,4
2014,Češka,55-74,skupaj,domači,93
2014,Češka,55-74,skupaj,iz EU,13
2014,Češka,55-74,skupaj,iz drugih držav,6
2015,Češka,55-74,skupaj,domači,89
2015,Češka,55-74,skupaj,iz EU,14
2015,Češka,55-74,skupaj,iz drugih držav,3
2016,Češka,55-74,skupaj,domači,94
2016,Češka,55-74,skupaj,iz EU,14
2016,Češka,55-74,skupaj,iz drugih držav,4
2017,Češka,55-74,skupaj,domači,93
2017,Češka,55-74,skupaj,iz EU,12
2017,Češka,55-74,skupaj,iz drugih držav,4
2018,Češka,55-74,skupaj,domači,94
2018,Češka,55-74,skupaj,iz EU,12
2018,Češka,55-74,skupaj,iz drugih držav,4
2019,Češka,55-74,skupaj,domači,92
2019,Češka,55-74,skupaj,iz EU,14
2019,Češka,55-74,skupaj,iz drugih držav,9
2010,Češka,16-24,moški,domači,90
2010,Češka,16-24,moški,iz EU,9
2010,Češka,16-24,moški,iz drugih držav,NA
2011,Češka,16-24,moški,domači,91
2011,Češka,16-24,moški,iz EU,14
2011,Češka,16-24,moški,iz drugih držav,4
2012,Češka,16-24,moški,domači,87
2012,Češka,16-24,moški,iz EU,14
2012,Češka,16-24,moški,iz drugih držav,5
2013,Češka,16-24,moški,domači,89
2013,Češka,16-24,moški,iz EU,25
2013,Češka,16-24,moški,iz drugih držav,11
2014,Češka,16-24,moški,domači,89
2014,Češka,16-24,moški,iz EU,15
2014,Češka,16-24,moški,iz drugih držav,7
2015,Češka,16-24,moški,domači,87
2015,Češka,16-24,moški,iz EU,21
2015,Češka,16-24,moški,iz drugih držav,12
2016,Češka,16-24,moški,domači,88
2016,Češka,16-24,moški,iz EU,22
2016,Češka,16-24,moški,iz drugih držav,9
2017,Češka,16-24,moški,domači,91
2017,Češka,16-24,moški,iz EU,15
2017,Češka,16-24,moški,iz drugih držav,10
2018,Češka,16-24,moški,domači,89
2018,Češka,16-24,moški,iz EU,19
2018,Češka,16-24,moški,iz drugih držav,16
2019,Češka,16-24,moški,domači,89
2019,Češka,16-24,moški,iz EU,18
2019,Češka,16-24,moški,iz drugih držav,24
2010,Češka,16-24,ženske,domači,86
2010,Češka,16-24,ženske,iz EU,7
2010,Češka,16-24,ženske,iz drugih držav,4
2011,Češka,16-24,ženske,domači,93
2011,Češka,16-24,ženske,iz EU,16
2011,Češka,16-24,ženske,iz drugih držav,6
2012,Češka,16-24,ženske,domači,90
2012,Češka,16-24,ženske,iz EU,15
2012,Češka,16-24,ženske,iz drugih držav,7
2013,Češka,16-24,ženske,domači,89
2013,Češka,16-24,ženske,iz EU,18
2013,Češka,16-24,ženske,iz drugih držav,3
2014,Češka,16-24,ženske,domači,88
2014,Češka,16-24,ženske,iz EU,17
2014,Češka,16-24,ženske,iz drugih držav,7
2015,Češka,16-24,ženske,domači,91
2015,Češka,16-24,ženske,iz EU,17
2015,Češka,16-24,ženske,iz drugih držav,10
2016,Češka,16-24,ženske,domači,89
2016,Češka,16-24,ženske,iz EU,20
2016,Češka,16-24,ženske,iz drugih držav,8
2017,Češka,16-24,ženske,domači,90
2017,Češka,16-24,ženske,iz EU,15
2017,Češka,16-24,ženske,iz drugih držav,11
2018,Češka,16-24,ženske,domači,89
2018,Češka,16-24,ženske,iz EU,21
2018,Češka,16-24,ženske,iz drugih držav,11
2019,Češka,16-24,ženske,domači,84
2019,Češka,16-24,ženske,iz EU,25
2019,Češka,16-24,ženske,iz drugih držav,30
2010,Češka,25-54,moški,domači,93
2010,Češka,25-54,moški,iz EU,11
2010,Češka,25-54,moški,iz drugih držav,4
2011,Češka,25-54,moški,domači,90
2011,Češka,25-54,moški,iz EU,18
2011,Češka,25-54,moški,iz drugih držav,5
2012,Češka,25-54,moški,domači,92
2012,Češka,25-54,moški,iz EU,18
2012,Češka,25-54,moški,iz drugih držav,6
2013,Češka,25-54,moški,domači,89
2013,Češka,25-54,moški,iz EU,19
2013,Češka,25-54,moški,iz drugih držav,9
2014,Češka,25-54,moški,domači,88
2014,Češka,25-54,moški,iz EU,20
2014,Češka,25-54,moški,iz drugih držav,9
2015,Češka,25-54,moški,domači,90
2015,Češka,25-54,moški,iz EU,23
2015,Češka,25-54,moški,iz drugih držav,9
2016,Češka,25-54,moški,domači,92
2016,Češka,25-54,moški,iz EU,20
2016,Češka,25-54,moški,iz drugih držav,9
2017,Češka,25-54,moški,domači,92
2017,Češka,25-54,moški,iz EU,17
2017,Češka,25-54,moški,iz drugih držav,10
2018,Češka,25-54,moški,domači,91
2018,Češka,25-54,moški,iz EU,20
2018,Češka,25-54,moški,iz drugih držav,11
2019,Češka,25-54,moški,domači,91
2019,Češka,25-54,moški,iz EU,23
2019,Češka,25-54,moški,iz drugih držav,19
2010,Češka,25-54,ženske,domači,92
2010,Češka,25-54,ženske,iz EU,5
2010,Češka,25-54,ženske,iz drugih držav,2
2011,Češka,25-54,ženske,domači,94
2011,Češka,25-54,ženske,iz EU,14
2011,Češka,25-54,ženske,iz drugih držav,4
2012,Češka,25-54,ženske,domači,92
2012,Češka,25-54,ženske,iz EU,13
2012,Češka,25-54,ženske,iz drugih držav,4
2013,Češka,25-54,ženske,domači,91
2013,Češka,25-54,ženske,iz EU,16
2013,Češka,25-54,ženske,iz drugih držav,4
2014,Češka,25-54,ženske,domači,91
2014,Češka,25-54,ženske,iz EU,17
2014,Češka,25-54,ženske,iz drugih držav,6
2015,Češka,25-54,ženske,domači,89
2015,Češka,25-54,ženske,iz EU,19
2015,Češka,25-54,ženske,iz drugih držav,6
2016,Češka,25-54,ženske,domači,92
2016,Češka,25-54,ženske,iz EU,17
2016,Češka,25-54,ženske,iz drugih držav,6
2017,Češka,25-54,ženske,domači,94
2017,Češka,25-54,ženske,iz EU,13
2017,Češka,25-54,ženske,iz drugih držav,8
2018,Češka,25-54,ženske,domači,90
2018,Češka,25-54,ženske,iz EU,20
2018,Češka,25-54,ženske,iz drugih držav,11
2019,Češka,25-54,ženske,domači,91
2019,Češka,25-54,ženske,iz EU,21
2019,Češka,25-54,ženske,iz drugih držav,21
2010,Češka,55-74,moški,domači,98
2010,Češka,55-74,moški,iz EU,10
